2024110617251.txt,"appreciation,unprecedented,powerful,greatest,overcame,","furious,obstacles,concession,concede,",-0.2
2024110623131.txt,"acclaimed, accomplished, achievement, admirable, amazing, appreciated, awards, beat, best, comprehensive, content, correspondent, covering, credible, cultural, defined, effective, elite, encouraged, engage, enjoy, excellence, excellent, expertise, extraordinary, favorite, freedom, friends, gift, gifts, graduate, great, groundbreaking, happy, healthy, heightened, historical, hope, ideal, impressive, insights, inspiring, joy, joyful, leader, leading, lively, love, loved, luminous, manage, masterful, meaningful, memorable, motivated, newsworthy, outstanding, peaceful, perfect, phenomenal, potential, powerful, praised, praiseworthy, prominent, proud, purpose, recognized, reliable, remarkable, respected, savior, secure, shared, skilled, smart, solution, special, spectacular, spirited, splendid, strong, strongest, success, successful, support, supportive, talented, terrific, thrilled, top, top-notch, trusted, trustworthy, ultimate, unmatched, unrivaled, uplifting, valued, vibrant, victory, vision, visionary, win, winner, wonderful, worthy, zealous, zestful","abrupt, accusation, accused, accusations, afflict, affliction, afraid, alarming, alienate, anger, anguish, animosity, annihilate, anxiety, anxious, appalling, apprehension, arrogant, ashamed, assail, assault, atrocity, audacious, awful, awkward, backbite, backward, bad, baffle, barbaric, baseless, bash, battered, betray, bewilder, bias, blame, bleak, bloody, blunder, boastful, brash, breakdown, brutal, bully, bungle, burnt-out, busybody, callous, cancerous, careless, chaos, cheat, cheesy, choke, clumsy, coerce, collude, combat, complacent, complain, complicated, concede, conceited, conflict, confuse, confusion, contaminate, contempt, contradict, controversial, corrupt, crass, cringe, critical, criticism, criticize, cross, crude, cruel, crush, cry, cumbersome, cynical, danger, dangerous, dead, deadbeat, debacle, debilitate, deceit, deceive, decimated, decline, defamation, defeated, defensive, defiant, deficient, degrade, dehumanize, delusion, denial, depressed, depression, deprivation, despair, desperate, despicable, despise, destructive, detached, detest, devastate, dictator, difficult, dire, disappoint, disaster, disastrous, discomfort, discontent, disgrace, disgust, dishearten, disillusion, dislike, disloyal, dismal, dismay, disorder, disrespect, distress, disturbing, divisive, dominate, doom, drab, drain, drastic, dreadful, dreary, drunk, dubious, dull, dumb, dupe, egotistical, embarrass, emotionless, enemy, enrage, entrap, envious, erratic, escape, exasperate, exhaust, exploit, expose, fail, fake, falter, fanatic, farce, fat, fatal, faulty, fear, feeble, feign, filthy, flaky, fool, forbid, fragile, frantic, fraud, frustrate, futile, gall, gamble, gloomy, greedy, grief, grim, grotesque, gross, guilt, hard, hate, hated, hateful, havoc, helpless, hideous, hinder, hostile, humiliate, hurt, hysterical, idiotic, ignorant, illogical, immature, impatient, imperfect, impolite, impossible, inability, inaccurate, inadequate, inappropriate, incompetent, inconvenient, incredulous, indifference, indignant, infamous, inferior, inflict, insecure, insidious, insignificant, insult, insulting, intense, intimidate, irrational, irresponsible, isolated, jaded, jealous, jerk, joyless, kill, lack, lame, languish, lash, lazy, liar, loathe, lost, lousy, ludicrous, malicious, manipulate, mean, mediocre, mess, misery, mistake, mistrust, moody, moron, mourn, muddle, nag, negative, neglect, negligent, nervous, nightmare, noise, noisy, nonsense, numb, obnoxious, obsessive, obsolete, offend, offensive, oppressive, ostracize, outburst, outrage, overwhelmed, panic, paranoid, pathetic, perplex, petty, phobic, pitiful, pity, plague, pointless, poor, powerless, prejudice, pretentious, protest, pry, questionable, quirky, quitter, racist, radical, reckless, regret, rejection, relentless, remorse, repel, repress, reprimand, repulsive, resent, resentment, restrictive, revenge, ridicule, rigid, rotten, rude, ruin, rupture, sabotage, sad, sadden, savage, scandal, scapegoat, scorn, scoundrel, screaming, scum, scurry, serious, shame, shameless, shoddy, shortage, shunned, sick, sinister, sketchy, slander, slimy, sloppy, smear, smug, smut, spiteful, stress, stuck, stupid, subpar, subversive, suffer, superficial, suspicion, suspicious, taint, tarnish, tedious, tense, terrible, terrifying, threat, threaten, threatening, torment, torture, tragic, trapped, trash, trivial, ugly, unbearable, uncaring, uncomfortable, undermine, undesirable, unfair, unfavorable, unforgiving, unfortunate, unfriendly, ungrateful, unhappy, unhealthy, unimportant, unimpressive, unjust, unlucky, unnecessary, unpleasant, unpopular, unreasonable, unsatisfied, unscrupulous, unsure, untrustworthy, upset, useless, vengeful, venomous, vexing, violent, void, vulgar, warped, weary, whine, wicked, worried, worry, worthless",-0.1
2024110621042.txt,"popular,","anonymous,less,necessary,block,alert,not",0.0
2024110620471.txt,"well-regarded, advantage, advantage, potent, advantage, potent","defeated, blame, criticism, catastrophic, failure, frustration, diminished, diminished, loss, missteps, shrunk, shriveled, failing, weak, misstep, blunders, blunders, inexplicably",-0.7
2024110619171.txt,"congratulated, victory, expected, confirmed, historically, clear, decisive, win, performance, records, supported, supported, supported, latest, news,","unpopular, disapproval,",-0.1
2024110705071.txt,"improved, plenty, decisive, improved, improved, winning, won, won, won, won, won, reelected, great, leadership, respect, responded, leading,","abandoned, angry, backlash, frustrated, lack, didn't, elitist, criticism, worthless,",-0.3
2024110619061.txt,"peaceful, victory, potential, savior, profound, foundational, popular, remarkable, fresh, purpose, leading, advocate, concerted, effort, connections, serve, anticipated, catapulted, energized, younger, major, candidacy, eager, change, forward, new, meaningfully, differentiate,","concede, declined, rejection, trailed, danger, impeachments, felony, loss, bitter, violent, threat, dissuade, struggling, stumbled, flamed, limitations, languished, writing, pondered, overturned, crimes, defeat, steep, restless, unpopular,",-0.3
2024110704578.txt,"celebratory, remarkable, celebrate, pride, congratulated, praised","shifted, commanding, lead, not, only, more, against, regardless, explains, use, tracking, unless, stated, block, not, properly",-0.1
2024110613172.txt,"victory, growing, low, booming, promising, preserving, democratic, norms, tackling, bread-and-butter, economic, emphasized, centrist, intelligence, qualifications, general, senator, administration, contrast, vision, found, consent, won, contributed, interactive, assistants, services, partners, vendors, use, services, provides, information, choices, available, read, full, use, information, used, use, including, including, including, development, kits, first-party, first-party, including","worse, dissatisfaction, crisis, poorly, struggled, enemy, spats, downplayed, insulted, struggled, war, alienated, dark, exaggerations, inaccuracies, violent, wild, accusations, false, insulted, garbage, guilty, illegally, charges, efforts, charges, contributed, tracking, tracking, unless",-0.4
2024110704576.txt,"victory, advantage, win, supporters, victory, victory, strength, leadership, revival, congratulations, decisively, salute, cheers, supporters, possible,","losses, empty, trash, narrow, crazy, critical, sweeping, warn,",+0.1
2024110623442.txt,"optimism, praising, purpose, determination, joy, champion, leader, accurate, support, peaceful, perfect, timely, amazing, better, victory,","danger, impeachments, felony, loss, sad, disappointed, tears, unwillingness, disappointment, defeat, obstacle, sad, violent, insurrection, concerns, devastating, struggling,",-0.3
2024110621042.txt,"popular,interests,relevant,necessary,enhanced,personalisation,preferences,properly","anonymous,block",-0.1
2024110623151.txt,"accessible,acclaimed,freedom,opportunity,fairness,dignity,ideals,engage,justice,future,extraordinary,decisive,better,power","abrupt,embattled,despair,dismay,scathing,critique,lying,refusing,slaughter,loss",-0.1
2024110620471.txt,"well-regarded, advantage, advantage, potent, advantage, potent","defeated, blame, criticism, catastrophic, failure, frustration, diminished, diminished, missteps, shrunk, shriveled, failing, weak, misstep, blunders, blunders, inexplicably, hiding, second-guessing",-0.7
2024110703101.txt,"live, supporters, gathered, delivered, elected, president, estimated, confidence, congratulated, win, strengthening, cooperation, allies, security, director, growing, expanding, strengths, improving, competitiveness, agreed, successful, partnership, enduring, global, trading, practices,","no, longer, lost, hard, fought, narrow, warning, fabricated, undermine, falsely, pressure, restrict, threats, war, targeting, provision, warships, war,",-0.2
2024110705071.txt,"improved, plenty, decisive, improved, improved, winning, won, won, won, won, won, reelected, great, leadership, respect, responded, leading,","abandoned, angry, backlash, frustrated, lack, didn't, elitist, criticism, lack, worthless,",-0.3
2024110701211.txt,"pioneer,role model,bright,tradition,promise,imagination,deliberately,understood,indubitably,legacy,metaphors,","concession,defeat,floppy,subversion,lamen,abbreviated,tears,",+0.2
2024110613172.txt,"victory, growing, low, booming, promising, preserving, democratic, norms, tackling, bread-and-butter, economic, emphasized, preserving, democratic, norms, tackling, economic, issues, centrist, record, intelligence, qualifications, attorney, general, senator, administration, contrast, vision, found, filled, consent, claims, won, election, comedian, rally, contributed, story, explains, partners, including, advertisers, vendors, use, interactive, assistants, services, policy, connected, devices, including, theme, services, notice, provides, information, technologies, choices, part, privacy, policy, available, read, privacy, policy, notice, full, picture, use, information, cookies, used, companies, use, cookies, files, placed, device, tracking, technologies, services, referred, stated, including, storage, scripts, browsers, software, development, kits, cookies, cookies, placed, including","worse, dissatisfaction, crisis, poorly, struggled, enemy, spats, questioned, downplayed, insulted, struggled, war, alienated, dark, exaggerations, inaccuracies, violent, wild, accusations, false, claims, insulted, garbage, guilty, illegally, charges, efforts, charges, contributed, tracking, unless",-0.3
2024110622191.txt,"uplifting,positive,peaceful,congratulated,engage,peaceful,loyalty,loyalty,joyful,determined,reassure,freedom,justice,engaged,kindness,respect,strength,kindness,respect,engaged,freedom,justice,extraordinary,good,better,extraordinary,good,historic,barrier-breaking,conclusion,historic,consolidated,up-tempo","stinging,defeated,refused,loss,despair,tension,sad,disappointed,catastrophic,tumultuous",+0.3
2024110623151.txt,"accessible,acclaimed,admirable,amazing,angelic,appreciated,attentive,authentic,awesome,beautiful,beloved,beneficial,blissful,brilliant,capable,charismatic,cheerful,classic,clean,comfortable,compassionate,confident,considerate,constructive,content,courageous,creative,credible,delightful,dependable,desirable,devoted,dignified,diligent,divine,dynamic,eager,earnest,effective,effortless,elegant,elite,embrace,empower,energetic,engaging,enjoyable,enthusiastic,excellent,exceptional,exciting,exquisite,extraordinary,fabulous,faithful,fantastic,fascinating,favorite,fearless,flawless,flexible,flourish,fortunate,friendly,fun,generous,genius,genuine,gifted,glorious,good,graceful,gracious,grand,great,groundbreaking,happy,harmonious,healthy,heartfelt,heroic,honest,honorable,hopeful,ideal,immaculate,impressive,incredible,inspired,invincible,irresistible,joyful,jubilant,kind,knowledgeable,legendary,liberating,lively,lovable,lovely,loyal,luminous,majestic,masterful,meaningful,memorable,mighty,motivated,noble,nurturing,outstanding,passionate,peaceful,perfect,phenomenal,playful,poised,positive,powerful,praiseworthy,priceless,proactive,productive,prosperous,proud,radiant,reassuring,refreshing,reliable,remarkable,resilient,resourceful,respectful,rewarding,rich,romantic,satisfied,secure,sensational,serene,skilled,smart,special,spectacular,spirited,splendid,stellar,successful,superb,supportive,talented,terrific,thrilling,thriving,timeless,top-notch,trustworthy,unique,unstoppable,uplifting,valued,vibrant,victorious,virtuous,visionary,warm,wealthy,welcoming,well-being,wholehearted,wise,wonderful,worthy,zealous,zestful","abrupt,accusation,accuse,accusingly,ache,acrimonious,admonish,afflict,affliction,afraid,aggravate,aggravation,aggression,aggrieved,alarm,alienate,allegation,anger,anguish,animosity,annihilate,annoy,annoying,anxiety,anxious,apathetic,apathy,appall,appalling,apprehension,arrogance,arrogant,ashamed,asinine,assail,assault,atrocity,audacious,austere,avarice,awful,awkward,backbite,backward,bad,baffle,barbaric,baseless,bash,battered,betray,bewilder,bias,blame,bleak,bloated,bloody,blunder,boastful,brash,breakdown,bribe,brutal,bully,bungle,burnt-out,busybody,callous,cancerous,careless,chaos,cheat,cheesy,choke,clumsy,coerce,collude,combat,complacent,complain,complicated,concede,conceited,conflict,confuse,confusion,contaminate,contempt,contradict,controversial,corrupt,crass,cringe,critical,criticism,criticize,cross,crude,cruel,crush,cry,cumbersome,cynical,danger,dangerous,dead,deadbeat,debacle,debilitate,deceit,deceive,decimated,decline,defamation,defeated,defensive,defiant,deficient,degrade,dehumanize,delusion,denial,depressed,depression,deprivation,despair,desperate,despicable,despise,destructive,detached,detest,devastate,dictator,difficult,dire,disappoint,disaster,disastrous,discomfort,discontent,disgrace,disgust,dishearten,disillusion,dislike,disloyal,dismal,dismay,disorder,disrespect,distress,disturbing,divisive,dominate,doom,drab,drain,drastic,dreadful,dreary,drunk,dubious,dull,dumb,dupe,egotistical,embarrass,emotionless,enemy,enrage,entrap,envious,erratic,escape,exasperate,exhaust,exploit,expose,fail,fake,falter,fanatic,farce,fat,fatal,faulty,fear,feeble,feign,filthy,flaky,fool,forbid,fragile,frantic,fraud,frustrate,futile,gall,gamble,gloomy,greedy,grief,grim,grotesque,gross,guilt,hard,hate,hated,hateful,havoc,helpless,hideous,hinder,hostile,humiliate,hurt,hysterical,idiotic,ignorant,illogical,immature,impatient,imperfect,impolite,impossible,inability,inaccurate,inadequate,inappropriate,incompetent,inconvenient,incredulous,indifference,indignant,infamous,inferior,inflict,insecure,insidious,insignificant,insult,insulting,intense,intimidate,irrational,irresponsible,isolated,jaded,jealous,jerk,joyless,kill,lack,lame,languish,lash,lazy,liar,loathe,lost,lousy,ludicrous,malicious,manipulate,mean,mediocre,mess,misery,mistake,mistrust,moody,moron,mourn,muddle,nag,negative,neglect,negligent,nervous,nightmare,noise,noisy,nonsense,numb,obnoxious,obsessive,obsolete,offend,offensive,oppressive,ostracize,outburst,outrage,overwhelmed,panic,paranoid,pathetic,perplex,petty,phobic,pitiful,pity,plague,pointless,poor,powerless,prejudice,pretentious,protest,pry,questionable,quirky,quitter,racist,radical,reckless,regret,rejection,relentless,remorse,repel,repress,reprimand,repulsive,resent,resentment,restrictive,revenge,ridicule,rigid,rotten,rude,ruin,rupture,sabotage,sad,sadden,savage,scandal,scapegoat,scorn,scoundrel,screaming,scum,scurry,serious,shame,shameless,shoddy,shortage,shunned,sick,sinister,sketchy,slander,slimy,sloppy,smear,smug,smut,spiteful,stress,stuck,stupid,subpar,subversive,suffer,superficial,suspicion,suspicious,taint,tarnish,tedious,tense,terrible,terrifying,threat,threaten,threatening,torment,torture,tragic,trapped,trash,trivial,ugly,unbearable,uncaring,uncomfortable,undermine,undesirable,unfair,unfavorable,unforgiving,unfortunate,unfriendly,ungrateful,unhappy,unhealthy,unimportant,unimpressive,unjust,unlucky,unnecessary,unpleasant,unpopular,unreasonable,unsatisfied,unscrupulous,unsure,untrustworthy,upset,useless,vengeful,venomous,vexing,violent,void,vulgar,warped,weary,whine,wicked,worried,worry,worthless",-0.1
2024110701074.txt,"congratulations,extraordinary,opportunities,success,leading,uniting,love,good,wishes,congratulated,victory,decisive,healthy,help,make,capacity,forward,working,deliver,secure,credited,unified,critical,victories,hope,projected,needed,secured,expected,formally,confirmed,plans,close,interest,conservative,think,project,positions,draw,attempted,claimed,truth,post,creators,previous,administration,source,publicly,followers,alma mater,vice president,house speaker,control,majority,indicate,tabulated,statement,mandate,entrusted,people,plans,clear,departments,food,drug,administration,corruption,agencies,interview,ph.d.,corporate,thanked,independent,endorse,transition,team,refuted,member,early,founder,owner,post,political,comeback,nation,bezos,post's,decision,endorsement,tradition,led,editorial,board,intended,endorse,bezos","extreme,limiting,deportation,distanced,concede,narrowed,divided,corruption,sued,refuted,resignations,cancellation",-0.1
